Organization,Organization Name URL,Categories,Headquarters,Regions,Founded,Date_Period,ExitDate,ExitDatePrecision,LastFundingDate,LastFundingAmount,LastFundingAmountCurrency,LastFundingAmountUSD,LastFundingType,LastEquityFundingAmount,LastEquityFundingAmountCurrency,LastEquityFundingAmountUSD,FundingStatus,Top5Investors,NumberInvestors
Covr Security AB,https://www.crunchbase.com/organization/covr-security,"Cyber Security, Information Technology","Malmö, Skane Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",2015-01-01,year,,,2019-02-05,25000000,SEK,2743539,Series A,25000000,SEK,2743539,Early Stage Venture,"Martin Randel, Victor Bengtsson",2
Sayata Labs,https://www.crunchbase.com/organization/sayata-labs,"Information Technology, Insurance, Security","Tel Aviv, Tel Aviv, Israel",,2016-05-01,month,,,2019-03-25,6500000,USD,6500000,Seed,6500000,USD,6500000,Seed,"Elron Electronic Industries, RDC - Rafael Development Corporation",2
Tangem,https://www.crunchbase.com/organization/tangem,"Blockchain, Cryptocurrency, Electronics, FinTech, Security, Semiconductor","Zug, Zug, Switzerland",,2017-01-01,year,,,2019-01-21,15000000,USD,15000000,Venture - Series Unknown,15000000,USD,15000000,,SBI Crypto Investment,1
I BLADES,https://www.crunchbase.com/organization/i-blades,"Artificial Intelligence, Consumer Electronics, Cyber Security, Enterprise Software, Information Technology, Mobile Devices","Milpitas, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-07,day,,,2019-04-09,,,,Corporate Round,,,,,In-Q-Tel,1
Citalid Cybersecurity,https://www.crunchbase.com/organization/citalid-cybersecurity,"Cyber Security, Network Security","Versailles, Ile-de-France, France",European Union (EU),2017-01-01,year,,,2019-06-06,1200000,GBP,1523370,Seed,1200000,GBP,1523370,Seed,"Axeleo, BNP Paribas Private Equity",2
CybSafe,https://www.crunchbase.com/organization/cybsafe,"Cyber Security, Network Security","London, England, United Kingdom",European Union (EU),2015-01-01,year,,,2018-09-04,3500000,GBP,4500241,Series A,3500000,GBP,4500241,Early Stage Venture,Level39,1
DarkOwl,https://www.crunchbase.com/organization/owl-cybersecurity,"Cyber Security, Information Technology, Risk Management, Software","Denver, Colorado, United States","Greater Denver Area, Western US",2015-01-01,year,,,2018-07-13,2242086,USD,2242086,Venture - Series Unknown,2242086,USD,2242086,,,
Identify3D,https://www.crunchbase.com/organization/identify3d,"Digital Media, Intellectual Property, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-01-01,year,,,2018-08-31,,,,Convertible Note,3250000,USD,3250000,Seed,"Bee Partners, La Famiglia, Next47, UL Ventures, Uncork Capital",6
Bionema,https://www.crunchbase.com/organization/bionema,"Agriculture, Biotechnology, CRM, Cyber Security, Farming, Information Technology","Swansea, Swansea, United Kingdom",European Union (EU),,,,,2019-06-10,180000,GBP,228433,Seed,180000,GBP,228433,Seed,"Development Bank of Wales, Innovate UK, Karl Wills, Richard Salvage, Swansea Innovation",5
GetAlert,https://www.crunchbase.com/organization/getalert,"3D Technology, Artificial Intelligence, Biometrics, Computer Vision, Security","Herzliya, Tel Aviv, Israel",,2015-01-01,day,,,2018-09-06,3000000,USD,3000000,Series B,3000000,USD,3000000,Early Stage Venture,"Eli Harari, Glory Ventures",2
Stabilitas,https://www.crunchbase.com/organization/stabilitas,"Location Based Services, Mobile, Security, Travel","Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",2013-09-01,day,,,2018-11-08,1100000,USD,1100000,Grant,1350000,USD,1350000,Seed,"Cascade Angels Fund, Geekdom Fund, National Science Foundation, Right Side Capital Management, Techstars",7
MakerDAO,https://www.crunchbase.com/organization/makerdao,"Big Data, Bitcoin, Blockchain, Cryptocurrency, Financial Services, Security","Santa Cruz, California, United States","San Francisco Bay Area, West Coast, Western US",2014-01-01,year,,,2019-04-26,,,,Private Equity,,,,Private Equity,"1confirmation, Andreessen Horowitz, Fenbushi Capital, Parafi Capital, Polychain",9
Intruder,https://www.crunchbase.com/organization/intruder,"Cyber Security, Small and Medium Businesses","London, England, United Kingdom",European Union (EU),2015-01-01,year,,,2018-12-01,300000,GBP,382574,Seed,300000,GBP,382574,Seed,"CyLon, NCSC Cyber Accelerator, Pitch@Palace",3
CensorNet,https://www.crunchbase.com/organization/censornet,"Enterprise Software, Productivity Tools, Security","Basingstoke, Hampshire, United Kingdom",European Union (EU),2005-01-01,month,,,2018-07-31,,,,Corporate Round,,,,,"Entrust Datacard, Talis Capital",2
DriveLock SE,https://www.crunchbase.com/organization/centertools-software,"Information Technology, Internet, Network Security, Security, Software","Muenchen, Bayern, Germany",European Union (EU),1999-01-01,year,,,2019-01-04,3000000,EUR,3418651,Venture - Series Unknown,3000000,EUR,3418651,,Nordwind Capital GmbH,1
Acorus Networks,https://www.crunchbase.com/organization/acorus-networks,Network Security,"Courbevoie, Ile-de-France, France",European Union (EU),2014-11-01,month,,,2018-10-09,5000000,EUR,5752435,Series A,5000000,EUR,5752435,Early Stage Venture,"Elaia, Kima Ventures, Partech",3
Fyde,https://www.crunchbase.com/organization/fyde,"Computer, Cyber Security, Network Security","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2017-01-01,year,,,2019-07-11,2000000,EUR,2249959,Seed,2000000,EUR,2249959,Seed,"Bright Pixel, DNX Ventures, Portugal Ventures, Vertex Ventures, Wells Fargo",5
Etherisc,https://www.crunchbase.com/organization/etherisc,"Apps, Insurance, InsurTech, Security","Icking, Bayern, Germany",European Union (EU),2016-01-01,year,,,2018-09-11,100000,USD,100000,Seed,100000,USD,100000,Seed,KR1,1
KZen Networks,https://www.crunchbase.com/organization/kzen-networks,"Blockchain, Information Services, Information Technology, Network Security","Sarona, Tel Aviv, Israel",,2018-01-01,year,,,2018-10-02,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,"Benson Oak Ventures, Elron Electronic Industries, FJ Labs, Pierre Kosciusko-Morizet, Samsung NEXT",8
LogDog,https://www.crunchbase.com/organization/logdog,"Analytics, Big Data, Cyber Security, Mobile, Security","Tel Aviv, Tel Aviv, Israel",,2013-05-01,day,,,2019-02-01,250000,USD,250000,Venture - Series Unknown,250000,USD,250000,,"BRM Capital, Curious Minds, Firstime Venture Capital, Maxfield Capital, TheTime",5
iS5 Communications,https://www.crunchbase.com/organization/is5-communications,"Cyber Security, Industrial Automation, Information Technology, Network Security, Professional Services","Mississauga, Ontario, Canada",Great Lakes,2012-01-01,year,,,2018-08-08,22000000,CAD,16895589,Venture - Series Unknown,22000000,CAD,16895589,,"ClearSky, Phoenix Contact Innovation Ventures",2
Echosec,https://www.crunchbase.com/organization/echosec,"Analytics, Business Intelligence, Cyber Security, Identity Management, Machine Learning, Marketing, National Security, Predictive Analytics, Security","Victoria, British Columbia, Canada",,2013-07-01,day,,,2019-04-24,2000000,CAD,1482085,Debt Financing,,,,,TIMIA Capital,1
Corero Network Security,https://www.crunchbase.com/organization/corero-network-security,"Analytics, Cyber Security, Internet, National Security, Security","Marlborough, Massachusetts, United States","Greater Boston Area, East Coast, New England",1997-01-01,year,2011-03-02,day,2018-10-15,2000000,USD,2000000,Post-IPO Equity,2000000,USD,2000000,IPO,"Clydesdale Bank, Fidelity Ventures, Juniper Networks, MSD Capital, TCV",13
SafeTalpa,https://www.crunchbase.com/organization/safetalpa,"Cyber Security, Developer APIs, Information Technology","Bogotá, Distrito Especial, Colombia",,2018-11-05,day,,,2019-07-15,1000,USD,1000,Grant,35000,USD,35000,Seed,"Esteban Dalel, Exponential Impact, Jeff Meyerson, Pioneer",4
Rubicon Labs,https://www.crunchbase.com/organization/rubicon-labs,"Cyber Security, Internet of Things, Network Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2012-01-01,year,,,2018-09-21,1713000,USD,1713000,Venture - Series Unknown,1713000,USD,1713000,,"Akamai Technologies, Pelion Venture Partners, Third Point Ventures",3
CESPPA,https://www.crunchbase.com/organization/cesppa,"Cyber Security, Information Technology, Internet, Security","Playa Vista, California, United States","Greater Los Angeles Area, West Coast, Western US",2018-06-01,month,,,2018-07-19,1500000,USD,1500000,Seed,1500000,USD,1500000,Seed,"Andy Rankin, Brian Lee, Cooley, KohFounders, Mucker Capital",10
CYR3CON,https://www.crunchbase.com/organization/cyr3con,"Cyber Security, Information Technology","Tempe, Arizona, United States","Greater Phoenix Area, Western US",2016-01-01,year,,,2019-04-09,,,,Convertible Note,1500000,USD,1500000,Seed,"Michael Sutton, Plug and Play, SaaS Ventures, Scout Ventures, SixThirty CYBER",5
Nozomi Networks,https://www.crunchbase.com/organization/nozomi-networks,"Computer, Cyber Security, Industrial, Information Services, Information Technology","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-10-01,month,,,2018-09-27,30000000,USD,30000000,Series C,30000000,USD,30000000,Late Stage Venture,"Energize Ventures, GGV Capital, Lux Capital, Planven Investments, THI Investments",5
Axio Global,https://www.crunchbase.com/organization/axio-global,"Cyber Security, Information Services, Information Technology","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2013-01-01,year,,,2018-10-02,3300000,USD,3300000,Series A,3300000,USD,3300000,Early Stage Venture,NFP Ventures,1
EcoSteer,https://www.crunchbase.com/organization/ecosteer,"Blockchain, Internet of Things, Privacy, Security, Software","Bozen, Trentino-Alto Adige, Italy",European Union (EU),2017-01-01,year,,,2018-12-01,450000,EUR,509445,Seed,450000,EUR,509445,Seed,,
Hack The Box,https://www.crunchbase.com/organization/hack-the-box,Cyber Security,"Folkestone, Kent, United Kingdom",European Union (EU),2017-06-20,day,,,2019-04-02,1300000,USD,1300000,Seed,1300000,USD,1300000,Seed,Marathon Venture Capital,1
RtBrick,https://www.crunchbase.com/organization/rtbrick-inc,"Cloud Computing, Network Security, Software","Princeton, New Jersey, United States","East Coast, Northeastern US",2015-10-29,day,,,2018-10-23,6000000,USD,6000000,Series A,6000000,USD,6000000,Early Stage Venture,"Deutsche Telekom Capital Partners, Swisscom Ventures",2
Safe 365,https://www.crunchbase.com/organization/safe-365,"Apps, Elderly, Family, GPS, Mobile Apps, Security, Software, Web Development","Barcelona, Catalonia, Spain",European Union (EU),2018-01-01,day,,,2018-07-02,615000,EUR,715961,Seed,615000,EUR,715961,Seed,"Caixa Capital Risc, ClubRACC, Mangrove Capital Partners",3
Path Network,https://www.crunchbase.com/organization/path-network,"Blockchain, Content Delivery Network, Information Services, Infrastructure, Internet, Network Security","Tempe, Arizona, United States","Greater Phoenix Area, Western US",2018-01-01,month,,,2019-04-12,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,Bitmain,1
Cosmian,https://www.crunchbase.com/organization/cosmian,"Analytics, Big Data, Cyber Security, Data Mining, Internet","Paris, Ile-de-France, France",European Union (EU),2018-01-01,year,,,2019-03-28,1400000,EUR,1572164,Seed,1400000,EUR,1572164,Seed,"Acequia Capital (Acecap), Elaia, Florian Douetteau, Guillaume Amblard, Julien Lemoine",7
Yunding Technology,https://www.crunchbase.com/organization/yunding-technology,"Hardware, Security, Smart Home","Beijing, Beijing, China",Asia-Pacific (APAC),2014-01-01,year,,,2018-12-18,600000000,CNY,87018317,Series D,600000000,CNY,87018317,Late Stage Venture,"Baidu Ventures, K2VC, Legend Star, Red Star Macalline, SIG China (SIG Asia Investments)",9
SIEMonster,https://www.crunchbase.com/organization/siemonster,"Cyber Security, Information Technology, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,,,2018-10-22,1887000,USD,1887000,Venture - Series Unknown,1887000,USD,1887000,,"Birchmere Ventures, Innovating Capital, James Murphy, Techstars Ventures",4
AI Insurance,https://www.crunchbase.com/organization/ai-insurance,"Artificial Intelligence, Health Insurance, Insurance, Machine Learning, Security","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2018-01-01,year,,,2019-03-18,150000,USD,150000,Seed,150000,USD,150000,Seed,Y Combinator,1
TRUSFORT.COM,https://www.crunchbase.com/organization/trusfort,"Cyber Security, Mobile, Network Security, Security","Beijing, Beijing, China",Asia-Pacific (APAC),2015-01-01,year,,,2019-01-17,300000000,CNY,44271947,Series C,300000000,CNY,44271947,Late Stage Venture,"CBC Capital, Redpoint, Redpoint Ventures China, SIG China (SIG Asia Investments), YF Capital (Yunfeng Capital)",6
STRAX Intelligence Group,https://www.crunchbase.com/organization/eagleeye-intelligence-llc,"Analytics, Communications Infrastructure, Data Integration, Drone Management, Drones, GovTech, Physical Security, Public Safety, Security","Boca Raton, Florida, United States","Greater Miami Area, East Coast, Southern US",2015-03-12,day,,,2018-07-20,,,,Convertible Note,6000000,USD,6000000,Early Stage Venture,"Responder Ventures, Stonehenge Growth Equity",2
Centrify,https://www.crunchbase.com/organization/centrify,"Identity Management, Information Technology, SaaS, Security, Software","Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2004-03-19,day,2018-07-10,day,2018-08-15,,,,Secondary Market,42000000,USD,42000000,M&A,"Accel, Index Ventures, Invesco, Mayfield Fund, SharesPost Investment Management",12
IDenfy,https://www.crunchbase.com/organization/idenfy,"Cyber Security, Identity Management, Online Portals","Kaunas, Kauno Apskritis, Lithuania",European Union (EU),2017-08-25,day,,,2019-06-15,60000,PLN,15799,Non-equity Assistance,160000,EUR,186046,Seed,StartUp HUB Poland,1
Offchain Labs,https://www.crunchbase.com/organization/offchain-labs,Security,"Princeton, New Jersey, United States","East Coast, Northeastern US",2018-01-01,year,,,2019-04-03,3700000,USD,3700000,Seed,3700000,USD,3700000,Seed,Pantera Capital,1
Probely,https://www.crunchbase.com/organization/probe-ly,"Cyber Security, SaaS, Web Apps","Lisbon, Lisboa, Portugal",European Union (EU),2016-04-01,month,,,2018-12-03,550000,EUR,624496,Seed,550000,EUR,624496,Seed,"Bright Pixel, Busy Angels, Caixa Capital, Novabase Capital, Shilling Capital Partners",6
Apvera,https://www.crunchbase.com/organization/apvera,"Analytics, Machine Learning, Security","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2014-11-01,day,,,2018-07-01,,,,Undisclosed,,,,,"CyLon, muru-D, Nest, RCL Accelerator, Spring SEEDS Capital",9
Keyp,https://www.crunchbase.com/organization/keyp,"B2B, Cyber Security, Identity Management, Infrastructure, IT Infrastructure","Munich, Bayern, Germany",European Union (EU),2017-03-31,day,,,2018-09-12,,,,Seed,,,,Seed,"CyLon, Startup Sesame",2
Armis Security,https://www.crunchbase.com/organization/armis-security,"Cyber Security, Internet of Things, Security","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2015-01-01,year,,,2019-04-11,65000000,USD,65000000,Series C,65000000,USD,65000000,Late Stage Venture,"Bain Capital Ventures, Insight Partners, Sequoia Capital, Sequoia Capital Israel, Tenaya Capital",10
Suspect Technologies,https://www.crunchbase.com/organization/suspect-technologies,"Cyber Security, Enterprise Software","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2015-01-01,year,,,2018-12-14,810000,USD,810000,Venture - Series Unknown,810000,USD,810000,,"Chaac Ventures, Mark Cuban, MassChallenge",3
Futurae,https://www.crunchbase.com/organization/futurae,"Cyber Security, Information Technology, Software","Zürich, Zurich, Switzerland",,2016-01-01,year,,,2018-09-26,2000000,CHF,2071899,Venture - Series Unknown,2000000,CHF,2071899,,"AXA Venture Partners, DIventures, Equitypitcher, Momentum London, Venture Kick",5
